city,title,gender,rating,district,facilities,original_price,discount_price,full_card_text
Jakarta Barat,Kost Paulus Bintaro Tipe A,Putri,4.6,Pesanggrahan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp2.025.000,Rp1.863.000,Putri | 4.6 | Kost Paulus Bintaro Tipe A | Pesanggrahan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 162rb | Rp2.025.000 | Rp1.863.000 | (Bulan pertama)
Jakarta Barat,Kost Hauraa Tipe C,Campur,4.8,Jatinangor,K. Mandi Dalam·WiFi·Kloset Duduk·Kasur·Akses 24 Jam,Rp875.000,Rp773.000,Campur | 4.8 | Kost Hauraa Tipe C | Jatinangor | K. Mandi Dalam·WiFi·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 102rb | Rp875.000 | Rp773.000 | (Bulan pertama)
Jakarta Barat,Kost Condet Raya 3 Tipe E,Campur,4.8,Kramat Jati,WiFi·Kasur,Rp975.000,Rp937.000,Campur | 4.8 | Sisa 1 kamar | Kost Condet Raya 3 Tipe E | Kramat Jati | WiFi·Kasur | Diskon 38rb | Rp975.000 | Rp937.000 | (Bulan pertama)
Jakarta Barat,Kost Rien House Tipe A Condongcatur Yogyakarta,Campur,4.6,Depok,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.725.000,Rp1.640.000,Campur | 4.6 | Sisa 3 kamar | Kost Rien House Tipe A Condongcatur Yogyakarta | Depok | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 85rb | Rp1.725.000 | Rp1.640.000 | (Bulan pertama)
Jakarta Barat,Kost Bunda Rita Pane Tipe B,Putri,5.0,Duren Sawit,WiFi·Kloset Duduk·Kasur·Akses 24 Jam,Rp745.000,Rp687.400,Putri | 5.0 | Kost Bunda Rita Pane Tipe B | Duren Sawit | WiFi·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 58rb | Rp745.000 | Rp687.400 | (Bulan pertama)
Jakarta Barat,Kost Puri Gemilang Tipe A,Campur,5.0,Pancoran Mas,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.525.000,Rp1.450.000,Campur | 5.0 | Sisa 2 kamar | Kost Puri Gemilang Tipe A | Pancoran Mas | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 75rb | Rp1.525.000 | Rp1.450.000 | (Bulan pertama)
Jakarta Barat,Kost Mantai Tipe A,Campur,4.8,Kebon Jeruk,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.225.000,Rp2.137.000,Campur | 4.8 | Sisa 2 kamar | Kost Mantai Tipe A | Kebon Jeruk | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 88rb | Rp2.225.000 | Rp2.137.000 | (Bulan pertama)
Jakarta Barat,Kost Citra Tipe B UPN Yogyakarta,Putri,4.8,Kecamatan Ngemplak,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.465.000,Rp1.321.000,Putri | 4.8 | Kost Citra Tipe B UPN Yogyakarta | Kecamatan Ngemplak | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 144rb | Rp1.465.000 | Rp1.321.000 | (Bulan pertama)
Jakarta Barat,Kost Nayla Tipe A,Campur,4.8,Cilandak,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp2.410.000,Rp2.314.600,Campur | 4.8 | Sisa 2 kamar | Kost Nayla Tipe A | Cilandak | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 95rb | Rp2.410.000 | Rp2.314.600 | (Bulan pertama)
Jakarta Barat,Kost Gunung Sahari XI Tipe B,Campur,4.6,Sawah Besar,WiFi·Kasur·Akses 24 Jam,Rp875.000,Rp798.500,Campur | 4.6 | Kost Gunung Sahari XI Tipe B | Sawah Besar | WiFi·Kasur·Akses 24 Jam | Diskon 77rb | Rp875.000 | Rp798.500 | (Bulan pertama)
Jakarta Barat,Kost Griya Berkah Bersama Tipe A,Putri,4.8,Beji,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.555.000,Rp1.478.500,Putri | 4.8 | Sisa 1 kamar | Kost Griya Berkah Bersama Tipe A | Beji | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 77rb | Rp1.555.000 | Rp1.478.500 | (Bulan pertama)
Jakarta Barat,Kost Jhon Marcel Tipe B,Campur,4.8,Kecamatan Mampang Prapatan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.800.000,Rp2.578.000,Campur | 4.8 | Sisa 3 kamar | Kost Jhon Marcel Tipe B | Kecamatan Mampang Prapatan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 222rb | Rp2.800.000 | Rp2.578.000 | (Bulan pertama)
Jakarta Barat,Kost Nurdiwanti UMS Tipe A,Putri,4.8,Kecamatan Kartasura,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.100.000,Rp990.000,Putri | 4.8 | Kost Nurdiwanti UMS Tipe A | Kecamatan Kartasura | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 110rb | Rp1.100.000 | Rp990.000 | (Bulan pertama)
Jakarta Barat,Kost Airlangga Tipe B,Putri,4.6,Gubeng,WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.300.000,Rp1.183.000,Putri | 4.6 | Sisa 2 kamar | Kost Airlangga Tipe B | Gubeng | WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 117rb | Rp1.300.000 | Rp1.183.000 | (Bulan pertama)
Jakarta Barat,Kost Syariah CTR7A1,Campur,4.8,Cilandak,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp3.875.000,Rp3.721.000,Campur | 4.8 | Kost Syariah CTR7A1 | Cilandak | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 154rb | Rp3.875.000 | Rp3.721.000 | (Bulan pertama)
Jakarta Barat,Kost Aline Green Mansion Tipe A Condongcatur Yogyakarta,Putri,4.8,Depok,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.725.000,Rp1.555.000,Putri | 4.8 | Kost Aline Green Mansion Tipe A Condongcatur Yogyakarta | Depok | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 170rb | Rp1.725.000 | Rp1.555.000 | (Bulan pertama)
Jakarta Barat,Kost Sudarto Kukusan Tipe A,Campur,4.8,Beji,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.535.000,Rp1.384.000,Campur | 4.8 | Kost Sudarto Kukusan Tipe A | Beji | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 151rb | Rp1.535.000 | Rp1.384.000 | (Bulan pertama)
Jakarta Barat,Kost Berjaya Tirtonirmolo Tipe B Yogyakarta,Campur,4.8,Kecamatan Kasihan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.485.000,Rp1.339.000,Campur | 4.8 | Sisa 3 kamar | Kost Berjaya Tirtonirmolo Tipe B Yogyakarta | Kecamatan Kasihan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 146rb | Rp1.485.000 | Rp1.339.000 | (Bulan pertama)
Jakarta Barat,Kost Hauraa Tipe A,Campur,4.8,Jatinangor,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.325.000,Rp1.169.000,Campur | 4.8 | Kost Hauraa Tipe A | Jatinangor | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 156rb | Rp1.325.000 | Rp1.169.000 | (Bulan pertama)
Jakarta Barat,Kost UNTAR S Parman Tipe B Tomang,Campur,4.8,Kecamatan Grogol petamburan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.400.000,Rp2.304.000,Campur | 4.8 | Kost UNTAR S Parman Tipe B Tomang | Kecamatan Grogol petamburan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 96rb | Rp2.400.000 | Rp2.304.000 | (Bulan pertama)
Jakarta Barat,Kost UBAYA Si Mbok Tipe A,Putra,4.9,Kecamatan Rungkut,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.375.000,Rp1.213.000,Putra | 4.9 | Kost UBAYA Si Mbok Tipe A | Kecamatan Rungkut | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 162rb | Rp1.375.000 | Rp1.213.000 | (Bulan pertama)
Jakarta Barat,Kost Tiga Nur Tipe B,Campur,4.6,Senen,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.825.000,Rp1.681.000,Campur | 4.6 | Sisa 1 kamar | Kost Tiga Nur Tipe B | Senen | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 144rb | Rp1.825.000 | Rp1.681.000 | (Bulan pertama)
Jakarta Barat,Kost Media Residence Tipe A,Campur,4.8,Kebayoran Lama,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp2.525.000,Rp2.425.000,Campur | 4.8 | Sisa 2 kamar | Kost Media Residence Tipe A | Kebayoran Lama | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 100rb | Rp2.525.000 | Rp2.425.000 | (Bulan pertama)
Jakarta Barat,Kost Permata Medang Harmoni Tipe C Gading Serpong,Campur,4.8,Pagedangan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.475.000,Rp1.417.000,Campur | 4.8 | Sisa 2 kamar | Kost Permata Medang Harmoni Tipe C Gading Serpong | Pagedangan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 58rb | Rp1.475.000 | Rp1.417.000 | (Bulan pertama)
Jakarta Barat,Kost Baitussalam Tipe B,Putri,4.1,Cempaka Putih,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.600.000,Rp1.536.000,Putri | 4.1 | Sisa 3 kamar | Kost Baitussalam Tipe B | Cempaka Putih | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 64rb | Rp1.600.000 | Rp1.536.000 | (Bulan pertama)
Jakarta Barat,Kost Kramat Tipe C,Campur,4.8,Johar Baru,K. Mandi Dalam·WiFi·Kasur·Akses 24 Jam,Rp1.325.000,Rp1.225.000,Campur | 4.8 | Kost Kramat Tipe C | Johar Baru | K. Mandi Dalam·WiFi·Kasur·Akses 24 Jam | Diskon 100rb | Rp1.325.000 | Rp1.225.000 | (Bulan pertama)
Jakarta Barat,Kost De Rooms 3 Batu Tipe B,Campur,4.5,Pasar Minggu,WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.650.000,Rp1.503.750,Campur | 4.5 | Kost De Rooms 3 Batu Tipe B | Pasar Minggu | WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 146rb | Rp1.650.000 | Rp1.503.750 | (Bulan pertama)
Jakarta Barat,Kost L Tipe A,Campur,4.6,Tebet,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.200.000,Rp2.114.000,Campur | 4.6 | Kost L Tipe A | Tebet | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 86rb | Rp2.200.000 | Rp2.114.000 | (Bulan pertama)
Jakarta Barat,Kost Angkasa Tipe A,Putri,,Kemayoran,WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.625.000,Rp1.561.000,Putri | Kost Angkasa Tipe A | Kemayoran | WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 64rb | Rp1.625.000 | Rp1.561.000 | (Bulan pertama)
Jakarta Barat,Kost D Nahuma Jatiwaringin Tipe B,Campur,4.8,Makasar,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.005.000,Rp1.787.200,Campur | 4.8 | Kost D Nahuma Jatiwaringin Tipe B | Makasar | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 218rb | Rp2.005.000 | Rp1.787.200 | (Bulan pertama)
Jakarta Barat,Kost Hana UI Tipe B,Putri,5.0,Beji,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.175.000,Rp1.060.000,Putri | 5.0 | Sisa 2 kamar | Kost Hana UI Tipe B | Beji | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 115rb | Rp1.175.000 | Rp1.060.000 | (Bulan pertama)
Jakarta Barat,Kost Amelia Tipe A,Campur,4.4,Grogol Petamburan,WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.725.000,Rp1.657.000,Campur | 4.4 | Sisa 2 kamar | Kost Amelia Tipe A | Grogol Petamburan | WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 68rb | Rp1.725.000 | Rp1.657.000 | (Bulan pertama)
Jakarta Barat,Kost Jasmin Tipe B Seturan Yogyakarta,Putra,4.8,Depok,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.625.000,Rp1.545.000,Putra | 4.8 | Sisa 1 kamar | Kost Jasmin Tipe B Seturan Yogyakarta | Depok | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 80rb | Rp1.625.000 | Rp1.545.000 | (Bulan pertama)
Jakarta Barat,Kost Haur Mekar Unpad Tipe A,Putra,4.3,Coblong,K. Mandi Dalam·WiFi·Kasur,Rp825.000,Rp745.000,Putra | 4.3 | Kost Haur Mekar Unpad Tipe A | Coblong | K. Mandi Dalam·WiFi·Kasur | Diskon 80rb | Rp825.000 | Rp745.000 | (Bulan pertama)
Jakarta Barat,Kost Margonda 5 Tipe C,Campur,4.6,Beji,K. Mandi Dalam·WiFi·AC·Kasur·Akses 24 Jam,Rp1.200.000,Rp1.080.000,Campur | 4.6 | Kost Margonda 5 Tipe C | Beji | K. Mandi Dalam·WiFi·AC·Kasur·Akses 24 Jam | Diskon 120rb | Rp1.200.000 | Rp1.080.000 | (Bulan pertama)
Jakarta Barat,Kost Gajah Dua Delapan Andara Tipe A,Campur,4.8,Cinere,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp2.300.000,Rp2.070.000,Campur | 4.8 | Kost Gajah Dua Delapan Andara Tipe A | Cinere | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 230rb | Rp2.300.000 | Rp2.070.000 | (Bulan pertama)
Jakarta Barat,Kost Rose Residence Tipe B,Campur,4.8,Tangerang,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.425.000,Rp2.329.000,Campur | 4.8 | Sisa 2 kamar | Kost Rose Residence Tipe B | Tangerang | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 96rb | Rp2.425.000 | Rp2.329.000 | (Bulan pertama)
Jakarta Barat,Kost STAN Bintaro Andalusia Tipe C,Putra,4.6,Pondok Aren,K. Mandi Dalam·WiFi·Kloset Duduk·Kasur,Rp1.125.000,Rp1.081.000,Putra | 4.6 | Sisa 1 kamar | Kost STAN Bintaro Andalusia Tipe C | Pondok Aren | K. Mandi Dalam·WiFi·Kloset Duduk·Kasur | Diskon 44rb | Rp1.125.000 | Rp1.081.000 | (Bulan pertama)
Jakarta Barat,Kost Pondok Paskal Tipe A,Campur,4.6,Cicendo,WiFi·Kasur·Akses 24 Jam,Rp763.000,Rp696.580,Campur | 4.6 | Kost Pondok Paskal Tipe A | Cicendo | WiFi·Kasur·Akses 24 Jam | Diskon 66rb | Rp763.000 | Rp696.580 | (Bulan pertama)
Jakarta Barat,Kost R & R Condet Tipe C,Campur,4.8,Pasar Rebo,WiFi·AC·Kasur,Rp835.000,Rp745.900,Campur | 4.8 | Kost R & R Condet Tipe C | Pasar Rebo | WiFi·AC·Kasur | Diskon 89rb | Rp835.000 | Rp745.900 | (Bulan pertama)
Jakarta Barat,Kost Kataji Tipe B Sinduadi Yogyakarta,Putri,4.6,Mlati,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.915.000,Rp1.744.900,Putri | 4.6 | Sisa 1 kamar | Kost Kataji Tipe B Sinduadi Yogyakarta | Mlati | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 170rb | Rp1.915.000 | Rp1.744.900 | (Bulan pertama)
Jakarta Barat,Kost Djowo Tipe A,Campur,4.6,Kembangan,K. Mandi Dalam·WiFi·AC·Kasur,Rp1.725.000,Rp1.657.000,Campur | 4.6 | Sisa 2 kamar | Kost Djowo Tipe A | Kembangan | K. Mandi Dalam·WiFi·AC·Kasur | Diskon 68rb | Rp1.725.000 | Rp1.657.000 | (Bulan pertama)
Jakarta Barat,Kost Griya Kana 2 Tipe B Maguwoharjo Yogyakarta,Putri,4.6,Ngemplak,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.150.000,Rp1.046.500,Putri | 4.6 | Kost Griya Kana 2 Tipe B Maguwoharjo Yogyakarta | Ngemplak | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 104rb | Rp1.150.000 | Rp1.046.500 | (Bulan pertama)
Jakarta Barat,Kost Kertajaya 6 Tipe B,Campur,4.4,Gubeng,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.900.000,Rp1.805.000,Campur | 4.4 | Sisa 2 kamar | Kost Kertajaya 6 Tipe B | Gubeng | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 95rb | Rp1.900.000 | Rp1.805.000 | (Bulan pertama)
Jakarta Barat,Kost 84 AL Tipe A,Campur,5.0,Palmerah,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.525.000,Rp1.390.000,Campur | 5.0 | Sisa 3 kamar | Kost 84 AL Tipe A | Palmerah | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 135rb | Rp1.525.000 | Rp1.390.000 | (Bulan pertama)
Jakarta Barat,Kost Dbugs Tipe A,Campur,4.9,Ciputat Timur,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.000.000,Rp1.920.000,Campur | 4.9 | Kost Dbugs Tipe A | Ciputat Timur | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 80rb | Rp2.000.000 | Rp1.920.000 | (Bulan pertama)
Jakarta Barat,Kost Secondhome Tipe A Lippo Karawaci,Campur,4.9,Kelapa Dua,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.775.000,Rp1.617.500,Campur | 4.9 | Kost Secondhome Tipe A Lippo Karawaci | Kelapa Dua | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 158rb | Rp1.775.000 | Rp1.617.500 | (Bulan pertama)
Jakarta Barat,Kost Pluit Kencana Residence Tipe A,Campur,5.0,Penjaringan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp3.425.000,Rp3.289.000,Campur | 5.0 | Sisa 1 kamar | Kost Pluit Kencana Residence Tipe A | Penjaringan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 136rb | Rp3.425.000 | Rp3.289.000 | (Bulan pertama)
Jakarta Barat,Kost Eleora Cikunir Tipe A,Campur,4.8,Bekasi Selatan,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.275.000,Rp1.225.000,Campur | 4.8 | Sisa 1 kamar | Kost Eleora Cikunir Tipe A | Bekasi Selatan | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 50rb | Rp1.275.000 | Rp1.225.000 | (Bulan pertama)
Jakarta Barat,Kost K23 Residence Tipe B,Putri,5.0,Gambir,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp3.025.000,Rp2.845.000,Putri | 5.0 | Kost K23 Residence Tipe B | Gambir | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 180rb | Rp3.025.000 | Rp2.845.000 | (Bulan pertama)
Jakarta Barat,Kost Bambang Tipe C,Campur,4.8,Makasar,K. Mandi Dalam·WiFi·AC·Kasur·Akses 24 Jam,Rp1.725.000,Rp1.572.000,Campur | 4.8 | Kost Bambang Tipe C | Makasar | K. Mandi Dalam·WiFi·AC·Kasur·Akses 24 Jam | Diskon 153rb | Rp1.725.000 | Rp1.572.000 | (Bulan pertama)
Jakarta Barat,Kost Laksa Tipe B,Putri,4.5,Tambora,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.500.000,Rp1.440.000,Putri | 4.5 | Kost Laksa Tipe B | Tambora | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 60rb | Rp1.500.000 | Rp1.440.000 | (Bulan pertama)
Jakarta Barat,Kost Kiara 51 Tipe B,Putri,4.6,Duren Sawit,WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.325.000,Rp1.273.000,Putri | 4.6 | Sisa 2 kamar | Kost Kiara 51 Tipe B | Duren Sawit | WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 52rb | Rp1.325.000 | Rp1.273.000 | (Bulan pertama)
Jakarta Barat,Kost Affara Tipe A,Putri,4.8,Kecamatan Jebres,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur,Rp1.125.000,Rp1.026.000,Putri | 4.8 | Kost Affara Tipe A | Kecamatan Jebres | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur | Diskon 99rb | Rp1.125.000 | Rp1.026.000 | (Bulan pertama)
Jakarta Barat,Kost MPR05 Menteng Pulo Tipe A Setiabudi,Putri,4.6,Setia Budi,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.285.000,Rp2.194.600,Putri | 4.6 | Sisa 1 kamar | Kost MPR05 Menteng Pulo Tipe A Setiabudi | Setia Budi | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 90rb | Rp2.285.000 | Rp2.194.600 | (Bulan pertama)
Jakarta Barat,Kost Omah Aster Tipe A Lempongsari Yogyakarta,Putri,4.9,Ngaglik,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.475.000,Rp1.402.500,Putri | 4.9 | Sisa 3 kamar | Kost Omah Aster Tipe A Lempongsari Yogyakarta | Ngaglik | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 73rb | Rp1.475.000 | Rp1.402.500 | (Bulan pertama)
Jakarta Barat,Kost Maranzi House Tipe A Barat,Campur,4.8,Kebon Jeruk,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.475.000,Rp2.377.000,Campur | 4.8 | Sisa 2 kamar | Kost Maranzi House Tipe A Barat | Kebon Jeruk | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 98rb | Rp2.475.000 | Rp2.377.000 | (Bulan pertama)
Jakarta Barat,Kost Mutiara Hati Tipe B,Putri,5.0,Jatinegara,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp1.975.000,Rp1.897.000,Putri | 5.0 | Sisa 2 kamar | Kost Mutiara Hati Tipe B | Jatinegara | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 78rb | Rp1.975.000 | Rp1.897.000 | (Bulan pertama)
Jakarta Barat,Kost Ninetree Mangga Besar Tipe C Tamansari,Putri,4.8,Kecamatan Taman Sari,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.125.000,Rp2.041.000,Putri | 4.8 | Kost Ninetree Mangga Besar Tipe C Tamansari | Kecamatan Taman Sari | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 84rb | Rp2.125.000 | Rp2.041.000 | (Bulan pertama)
Jakarta Barat,Kost Al Firdaus Tipe A,Putra,4.6,Lowokwaru,WiFi·Kasur,Rp495.000,Rp435.600,Putra | 4.6 | Kost Al Firdaus Tipe A | Lowokwaru | WiFi·Kasur | Diskon 59rb | Rp495.000 | Rp435.600 | (Bulan pertama)
Jakarta Barat,Kost Sahar Tipe B,Putri,4.9,Pasar Minggu,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.825.000,Rp2.713.000,Putri | 4.9 | Sisa 1 kamar | Kost Sahar Tipe B | Pasar Minggu | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 112rb | Rp2.825.000 | Rp2.713.000 | (Bulan pertama)
Jakarta Barat,Kost Pondok Trio Tipe C Maguwoharjo Yogyakarta,Putri,4.8,Kecamatan Depok,K. Mandi Dalam·WiFi·Kloset Duduk·Kasur,Rp875.000,Rp795.000,Putri | 4.8 | Sisa 1 kamar | Kost Pondok Trio Tipe C Maguwoharjo Yogyakarta | Kecamatan Depok | K. Mandi Dalam·WiFi·Kloset Duduk·Kasur | Diskon 80rb | Rp875.000 | Rp795.000 | (Bulan pertama)
Jakarta Barat,Kost Dentisia 2 Condronegaran Tipe A,Putri,4.6,Mantrijeron,WiFi·Kloset Duduk·Kasur·Akses 24 Jam,Rp775.000,Rp737.500,Putri | 4.6 | Sisa 1 kamar | Kost Dentisia 2 Condronegaran Tipe A | Mantrijeron | WiFi·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 38rb | Rp775.000 | Rp737.500 | (Bulan pertama)
Jakarta Barat,Kost Poltangan 28 Tipe B,Putri,4.8,Kecamatan Jagakarsa,K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam,Rp2.275.000,Rp2.185.000,Putri | 4.8 | Kost Poltangan 28 Tipe B | Kecamatan Jagakarsa | K. Mandi Dalam·WiFi·AC·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 90rb | Rp2.275.000 | Rp2.185.000 | (Bulan pertama)
Jakarta Barat,Kost Arel Tipe B Sukmajaya,Campur,4.9,Sukma Jaya,WiFi·Kloset Duduk·Kasur·Akses 24 Jam,Rp790.000,Rp713.500,Campur | 4.9 | Sisa 2 kamar | Kost Arel Tipe B Sukmajaya | Sukma Jaya | WiFi·Kloset Duduk·Kasur·Akses 24 Jam | Diskon 77rb | Rp790.000 | Rp713.500 | (Bulan pertama)
